property_id,area,property_type,condition,finishing_type,furnished,view_type,area_sqm,bedrooms,bathrooms,floor_number,building_age_years,year_built,parking_spaces,has_pool,has_gym,has_security,has_elevator,has_balcony,is_compound,garden_sqm,floor_to_ceiling_height_m,distance_to_center_km,distance_to_metro_km,service_charge_annual_egp,sqm_market_rate_egp,condition_multiplier,finishing_multiplier,price_egp,base_value_egp
EG-000132,Mohandessin,Penthouse,Excellent,Fully Finished,Unfurnished,Pool,121,2,1,21,3,2022,1,0,0,1,0,1,1,0,2.9,1.4,13.8,37800,35650,1.08,1.22,6026000,5684000
EG-000133,New Cairo - 5th Settlement,Townhouse,New,Fully Finished,Furnished,Street,143,4,3,4,0,2025,1,0,0,0,1,0,1,44,2.9,11.6,2.3,33000,82450,1.18,1.22,17484000,16973000
EG-000134,Mohandessin,Studio,New,Core & Shell,Unfurnished,Street,87,2,2,7,26,1999,1,0,0,1,0,1,0,0,2.8,23.7,0.2,25900,21160,1.18,0.78,1447000,1694000
EG-000135,Zamalek,Townhouse,New,Fully Finished,Unfurnished,City,183,4,2,19,17,2008,1,0,0,0,0,1,0,70,3.4,6.9,1.6,94400,68000,1.18,1.22,17850000,17914000
EG-000136,Suez,Apartment,Excellent,Fully Finished,Unfurnished,Garden,144,3,2,16,3,2022,0,1,0,0,1,0,0,0,2.5,55.3,4.8,71800,10000,1.08,1.22,1931000,1897000
EG-000137,6th of October City,Apartment,Good,Semi Finished,Unfurnished,Sea/Lake,48,1,1,23,7,2018,0,0,0,1,0,1,1,0,2.9,9.5,9.1,26700,47000,1.0,1.0,2567000,2256000
EG-000138,North Coast - New Alamein,Townhouse,Excellent,Fully Finished,Unfurnished,Street,85,2,1,6,0,2025,0,0,1,0,1,0,1,131,3.4,17.8,1.2,43200,76500,1.08,1.22,8884000,8568000
EG-000139,Mohandessin,Studio,Good,Core & Shell,Unfurnished,Sea/Lake,144,3,2,9,5,2020,0,0,0,1,0,1,0,0,2.6,0.6,2.9,64100,21160,1.0,0.78,2607000,2377000
EG-000140,Mansoura,Villa,Fair,Fully Finished,Unfurnished,Street,171,3,2,1,6,2019,1,0,0,0,1,0,0,81,2.9,16.6,3.6,88800,24000,0.87,1.22,4402000,4356000
EG-000141,Alexandria - Miami,Apartment,New,Fully Finished,Unfurnished,Pool,124,3,2,17,0,2025,1,0,0,0,1,1,0,0,3.2,29.1,8.1,30800,9500,1.18,1.22,1806000,1696000
EG-000142,New Cairo - 5th Settlement,Apartment,Excellent,Semi Finished,Unfurnished,Street,128,3,2,21,3,2022,0,0,1,1,0,1,1,0,2.9,3.4,6.6,44500,61550,1.08,1.0,8746000,8509000
EG-000143,6th of October City,Apartment,New,Fully Finished,Unfurnished,Garden,183,4,4,16,5,2020,1,0,0,1,1,0,1,0,2.8,9.1,10.1,111700,47000,1.18,1.22,12703000,12382000
EG-000144,New Administrative Capital,Duplex,Good,Semi Finished,Unfurnished,City,116,4,3,24,2,2023,1,1,0,1,1,0,1,113,2.9,1.0,10.1,51300,82800,1.0,1.0,10216000,9605000
EG-000145,Alexandria - Smouha,Duplex,Excellent,Core & Shell,Partially Furnished,Garden,187,4,3,19,4,2021,1,0,0,0,1,1,1,155,3.1,45.3,2.0,73200,15179,1.08,0.78,2730000,2391000
EG-000146,New Cairo - 5th Settlement,Townhouse,Needs Renovation,Fully Finished,Unfurnished,Garden,133,1,1,19,3,2022,2,0,0,1,1,0,0,59,2.7,1.7,8.7,66100,82450,0.7,1.22,9598000,9365000
EG-000147,Zamalek,Apartment,Excellent,Fully Finished,Unfurnished,City,214,4,3,1,22,2003,1,0,0,1,1,1,0,0,2.7,3.3,2.6,102500,50000,1.08,1.22,14105000,14098000
EG-000148,Mohandessin,Apartment,New,Fully Finished,Unfurnished,Sea/Lake,188,4,2,11,15,2010,0,1,1,1,1,1,0,0,2.9,3.7,1.4,51500,23000,1.18,1.22,6647000,6225000
EG-000149,Hurghada,Apartment,Excellent,Fully Finished,Unfurnished,Garden,281,6,4,21,6,2019,0,0,1,1,1,0,0,0,2.9,4.8,0.8,143900,26500,1.08,1.22,9915000,9812000
EG-000150,New Cairo - 5th Settlement,Duplex,Excellent,Fully Finished,Furnished,Garden,106,2,2,13,1,2024,1,0,0,0,0,0,1,144,2.8,10.8,18.6,73900,84939,1.08,1.22,12363000,11863000
EG-000151,Shubra,Apartment,Excellent,Semi Finished,Unfurnished,Garden,154,3,3,24,2,2023,0,1,0,1,1,1,0,0,3.4,0.9,10.2,65200,16000,1.08,1.0,2988000,2661000
EG-000152,Giza - Faisal,Studio,New,Fully Finished,Unfurnished,Street,154,3,2,21,0,2025,2,0,0,0,1,0,0,0,3.0,23.9,1.8,36500,13800,1.18,1.22,3189000,3059000
EG-000153,New Cairo - 5th Settlement,Apartment,Good,Fully Finished,Unfurnished,Street,123,2,2,24,4,2021,1,0,0,0,0,1,1,0,2.9,6.3,2.1,25800,61550,1.0,1.22,9453000,9236000
EG-000154,New Administrative Capital,Apartment,Fair,Semi Finished,Unfurnished,Street,51,1,1,22,5,2020,0,0,0,1,1,0,1,0,3.1,0.6,0.4,12000,60000,0.87,1.0,2885000,2662000
EG-000155,Hurghada,Apartment,New,Core & Shell,Unfurnished,Garden,63,2,1,13,1,2024,1,1,0,0,1,1,0,0,3.1,11.6,0.5,43700,26500,1.18,0.78,1925000,1537000
EG-000156,6th of October City,Villa,New,Semi Finished,Partially Furnished,Garden,72,1,1,19,1,2024,2,0,1,0,1,1,1,130,3.0,9.2,4.9,17800,74550,1.18,1.0,6953000,6334000
EG-000157,6th of October City,Villa,Good,Semi Finished,Unfurnished,Street,131,2,1,21,1,2024,1,0,0,0,1,1,0,296,3.1,6.0,2.8,38900,74550,1.0,1.0,10060000,9766000
EG-000158,Badr City,Apartment,Good,Semi Finished,Unfurnished,City,53,1,1,21,13,2012,0,0,0,0,1,1,1,0,3.1,12.3,0.9,18200,9450,1.0,1.0,557000,501000
EG-000159,Badr City,Villa,Fair,Semi Finished,Unfurnished,Street,86,3,2,13,1,2024,1,0,1,1,0,1,1,143,2.7,4.2,5.0,59600,22000,0.87,1.0,2125000,1646000
EG-000160,Nasr City,Townhouse,Excellent,Fully Finished,Furnished,City,181,4,3,8,7,2018,1,0,0,0,1,0,1,110,2.9,3.4,5.2,109300,38420,1.08,1.22,9623000,9163000
EG-000161,Shubra,Apartment,Excellent,Fully Finished,Unfurnished,Street,75,1,1,15,23,2002,1,0,0,0,1,1,1,0,2.8,13.1,2.5,51300,16000,1.08,1.22,1585000,1581000
EG-000162,Sheikh Zayed,Penthouse,New,Fully Finished,Furnished,Street,140,3,3,19,1,2024,1,0,1,1,1,1,0,0,2.9,2.9,11.2,46400,77190,1.18,1.22,15985000,15557000
EG-000163,Maadi,Apartment,Fair,Fully Finished,Partially Furnished,Garden,196,4,3,4,3,2022,0,0,0,1,1,1,0,0,3.0,12.9,1.3,72600,26950,0.87,1.22,5723000,5607000
EG-000164,Ain Sokhna,Apartment,Excellent,Fully Finished,Unfurnished,Garden,287,7,5,20,5,2020,1,0,0,1,1,0,1,0,2.8,0.4,4.0,93500,91200,1.08,1.22,35097000,34487000
EG-000165,Shubra,Studio,New,Semi Finished,Furnished,Garden,198,5,4,23,2,2023,2,0,1,0,1,0,0,0,2.9,4.1,2.6,111600,14720,1.18,1.0,3878000,3439000
EG-000166,North Coast - New Alamein,Villa,Excellent,Fully Finished,Unfurnished,Street,62,1,1,0,1,2024,2,0,0,1,0,1,0,26,2.9,14.2,4.6,39500,90000,1.08,1.22,7548000,7352000
EG-000167,Heliopolis,Apartment,Excellent,Semi Finished,Furnished,Street,117,3,2,18,0,2025,1,0,0,0,0,1,1,0,3.1,2.5,2.5,79000,25000,1.08,1.0,3611000,3159000
EG-000168,Obour City,Apartment,Excellent,Fully Finished,Unfurnished,Street,102,2,1,18,22,2003,0,0,0,1,1,1,0,0,2.9,3.1,0.1,36100,18400,1.08,1.22,2313000,2473000
EG-000169,New Cairo - 5th Settlement,Duplex,Good,Semi Finished,Partially Furnished,City,192,4,3,15,8,2017,1,0,0,0,1,0,0,54,2.8,28.7,2.8,120400,84939,1.0,1.0,16281000,16308000
EG-000170,North Coast - New Alamein,Apartment,New,Semi Finished,Partially Furnished,Garden,67,3,2,22,4,2021,1,1,1,0,1,0,0,0,2.9,16.8,2.2,16200,76150,1.18,1.0,6426000,6020000
EG-000171,Maadi,Apartment,New,Semi Finished,Partially Furnished,City,118,3,2,4,5,2020,1,0,1,1,1,1,1,0,2.9,9.3,2.4,64200,26950,1.18,1.0,4128000,3753000
EG-000172,New Administrative Capital,Villa,Good,Fully Finished,Partially Furnished,Garden,107,2,2,5,2,2023,1,0,0,0,1,0,0,136,2.8,29.8,3.7,60200,95000,1.0,1.22,12624000,12401000
EG-000173,Heliopolis,Villa,Excellent,Fully Finished,Unfurnished,Pool,75,2,2,15,2,2023,1,0,1,0,1,1,1,50,2.9,1.3,4.3,23200,46000,1.08,1.22,5047000,4546000
EG-000174,Maadi,Duplex,Excellent,Core & Shell,Partially Furnished,Pool,215,5,4,18,4,2021,1,0,0,0,1,0,0,125,2.6,2.7,1.0,137300,37191,1.08,0.78,7116000,6736000
EG-000175,Alexandria - Sporting,Apartment,New,Fully Finished,Unfurnished,Pool,174,4,3,0,0,2025,1,1,0,1,0,1,0,0,3.3,4.9,9.7,119900,12000,1.18,1.22,3461000,3006000
EG-000176,Ismailia,Townhouse,Excellent,Core & Shell,Unfurnished,Sea/Lake,115,4,3,24,2,2023,0,0,0,0,1,0,0,63,2.7,7.2,0.8,61000,17850,1.08,0.78,1990000,1729000
EG-000177,New Administrative Capital,Duplex,Good,Semi Finished,Partially Furnished,Street,329,7,5,17,1,2024,1,0,1,1,0,1,0,300,2.9,9.3,0.3,148600,82800,1.0,1.0,27722000,27241000
EG-000178,North Coast - New Alamein,Apartment,Good,Core & Shell,Unfurnished,City,148,3,2,6,0,2025,2,1,0,1,1,1,1,0,2.8,3.2,2.8,73000,76150,1.0,0.78,9422000,8791000
EG-000179,Alexandria - Montaza,Apartment,Excellent,Semi Finished,Unfurnished,Street,187,5,3,11,2,2023,1,0,0,0,1,0,0,0,2.8,2.9,6.0,83600,7950,1.08,1.0,1705000,1606000
EG-000180,Aswan,Apartment,New,Semi Finished,Partially Furnished,Street,96,3,2,10,0,2025,1,0,0,1,1,0,1,0,3.0,3.2,8.4,63600,8000,1.18,1.0,1288000,906000
EG-000181,Alexandria - Sporting,Apartment,Excellent,Fully Finished,Unfurnished,Street,194,5,4,5,21,2004,1,0,1,1,0,1,0,0,2.7,12.0,3.0,52100,12000,1.08,1.22,2977000,3067000
EG-000182,Dokki,Apartment,Good,Semi Finished,Unfurnished,Garden,162,4,3,6,1,2024,1,0,1,0,0,0,1,0,2.9,16.2,6.0,70900,22000,1.0,1.0,3862000,3564000
EG-000183,North Coast - New Alamein,Townhouse,Excellent,Fully Finished,Unfurnished,Sea/Lake,50,1,1,11,0,2025,1,0,0,1,1,1,1,43,2.9,28.2,0.6,13600,76500,1.08,1.22,5534000,5040000
EG-000184,New Cairo - 6th Settlement,Apartment,New,Semi Finished,Unfurnished,Pool,467,8,6,5,0,2025,2,0,0,0,1,1,0,0,2.9,6.1,9.7,128000,55000,1.18,1.0,30681000,30308000
EG-000185,Shubra,Apartment,New,Fully Finished,Partially Furnished,Street,124,3,2,12,1,2024,1,0,0,0,0,0,1,0,3.2,0.8,0.9,43800,16000,1.18,1.22,3195000,2856000
EG-000186,Sheikh Zayed,Apartment,Needs Renovation,Core & Shell,Unfurnished,Street,129,4,3,21,1,2024,0,0,0,0,0,1,0,0,2.6,9.4,0.9,56000,49800,0.7,0.78,3508000,3508000
EG-000187,New Mansoura,Villa,Good,Fully Finished,Unfurnished,City,276,6,4,21,14,2011,1,0,0,1,1,0,1,170,2.8,14.2,3.6,160500,28000,1.0,1.22,9687000,9428000
EG-000188,Ismailia,Studio,New,Semi Finished,Unfurnished,City,159,4,3,3,16,2009,1,1,0,0,1,1,0,0,3.1,4.7,1.5,90400,9660,1.18,1.0,1990000,1812000
EG-000189,Suez,Duplex,Needs Renovation,Fully Finished,Unfurnished,Street,239,5,4,10,10,2015,2,0,0,0,1,0,1,27,2.9,3.5,1.2,138100,13799,0.7,1.22,3099000,2816000
EG-000190,6th of October City,Apartment,Excellent,Core & Shell,Unfurnished,Pool,489,8,6,20,11,2014,1,1,1,0,1,1,0,0,3.1,1.7,1.5,246400,47000,1.08,0.78,19811000,19361000
EG-000191,Sheikh Zayed,Apartment,New,Core & Shell,Partially Furnished,Sea/Lake,191,5,4,6,3,2022,2,0,0,1,1,0,0,0,2.6,25.9,1.1,130500,49800,1.18,0.78,9105000,8755000
EG-000192,Hurghada,Townhouse,Good,Fully Finished,Furnished,Street,223,5,4,11,5,2020,1,0,1,1,1,0,1,97,3.2,8.5,7.3,129500,47940,1.0,1.22,13516000,13043000
EG-000193,Zamalek,Studio,Excellent,Semi Finished,Unfurnished,Street,175,4,3,15,16,2009,1,0,0,1,1,1,0,0,3.2,12.7,1.6,104700,46000,1.08,1.0,8663000,8694000
EG-000194,New Administrative Capital,Duplex,New,Semi Finished,Unfurnished,Street,151,3,2,21,5,2020,1,1,0,1,0,0,1,194,3.0,28.0,1.9,42700,82800,1.18,1.0,15251000,14753000
EG-000195,Alexandria - Smouha,Apartment,Excellent,Core & Shell,Unfurnished,Sea/Lake,275,6,4,13,9,2016,1,0,0,0,1,1,1,0,2.7,4.8,0.8,122200,11000,1.08,0.78,2982000,2548000
EG-000196,6th of October City,Apartment,New,Semi Finished,Partially Furnished,Street,168,4,3,22,5,2020,0,1,1,0,0,0,0,0,3.3,7.3,4.5,105700,47000,1.18,1.0,9554000,9317000
EG-000197,Giza - Haram,Studio,Needs Renovation,Semi Finished,Furnished,Street,127,2,2,17,12,2013,1,0,0,0,0,0,1,0,3.0,1.2,3.3,79500,16560,0.7,1.0,1763000,1472000
EG-000198,Obour City,Villa,Good,Fully Finished,Unfurnished,Pool,137,3,2,13,18,2007,1,0,0,0,1,0,1,75,3.0,10.8,0.2,63400,34000,1.0,1.22,5889000,5683000
EG-000199,Giza - Faisal,Apartment,Good,Fully Finished,Unfurnished,Sea/Lake,114,3,3,5,6,2019,2,0,0,1,0,0,1,0,2.9,1.2,3.2,46600,15000,1.0,1.22,2618000,2086000
EG-000200,Nasr City,Apartment,New,Semi Finished,Unfurnished,Garden,201,4,3,9,0,2025,2,0,0,1,1,1,0,0,2.9,23.3,10.4,68100,24450,1.18,1.0,6000000,5799000
EG-000201,Alexandria - Montaza,Villa,New,Core & Shell,Furnished,Pool,128,3,2,14,7,2018,0,0,0,1,0,0,0,125,2.9,0.7,4.4,60900,25000,1.18,0.78,3264000,2945000
EG-000202,New Mansoura,Apartment,Excellent,Fully Finished,Unfurnished,Pool,197,4,3,18,5,2020,2,0,0,0,1,0,0,0,2.8,28.0,2.6,50200,14000,1.08,1.22,3785000,3634000
EG-000203,Mohandessin,Apartment,Excellent,Semi Finished,Unfurnished,Street,183,4,4,1,11,2014,1,0,0,0,1,0,0,0,2.8,23.1,3.1,57500,23000,1.08,1.0,4457000,4546000
EG-000204,6th of October City,Studio,Excellent,Fully Finished,Furnished,City,197,4,3,5,10,2015,1,1,0,1,0,1,1,0,2.8,35.8,0.4,121900,43240,1.08,1.22,11664000,11224000
EG-000205,Suez,Townhouse,Good,Fully Finished,Unfurnished,Street,88,1,1,1,3,2022,1,0,0,1,0,1,1,169,2.9,8.3,3.7,44100,17000,1.0,1.22,2230000,1825000
EG-000206,Alexandria - Miami,Studio,New,Semi Finished,Furnished,Sea/Lake,56,1,1,6,4,2021,0,0,0,1,1,0,0,0,2.9,10.3,3.4,38600,8740,1.18,1.0,921000,578000
EG-000207,Ismailia,Studio,Excellent,Semi Finished,Partially Furnished,Street,78,2,1,7,2,2023,2,1,1,0,0,1,1,0,3.0,1.9,0.2,20300,9660,1.08,1.0,1526000,814000
EG-000208,Maadi,Apartment,Excellent,Fully Finished,Unfurnished,Garden,176,3,2,13,0,2025,2,0,1,0,1,1,0,0,3.0,13.0,3.2,96800,26950,1.08,1.22,6516000,6250000
EG-000209,New Administrative Capital,Apartment,Excellent,Fully Finished,Unfurnished,Sea/Lake,41,1,1,23,6,2019,2,1,1,1,1,1,0,0,3.0,7.4,2.2,24400,60000,1.08,1.22,3900000,3241000
EG-000210,North Coast - New Alamein,Apartment,Needs Renovation,Semi Finished,Unfurnished,Garden,74,1,1,14,14,2011,0,0,0,1,1,1,0,0,2.9,0.8,0.1,41200,76150,0.7,1.0,3927000,3945000
EG-000211,New Administrative Capital,Townhouse,New,Semi Finished,Furnished,Street,78,2,2,20,3,2022,1,0,0,1,1,0,1,195,3.0,14.7,1.6,31400,80750,1.18,1.0,7960000,7432000
EG-000212,Sheikh Zayed,Studio,New,Semi Finished,Partially Furnished,City,60,1,1,23,1,2024,1,0,0,0,1,0,0,0,3.0,8.4,12.4,24700,45816,1.18,1.0,3358000,3244000
EG-000213,Sheikh Zayed,Apartment,Needs Renovation,Fully Finished,Unfurnished,City,98,3,2,1,16,2009,1,0,0,1,0,0,1,0,2.9,20.5,2.2,47000,49800,0.7,1.22,4236000,4168000
EG-000214,Heliopolis,Apartment,Good,Semi Finished,Unfurnished,Garden,65,1,1,20,1,2024,1,0,0,1,0,1,0,0,2.9,25.8,8.0,21300,25000,1.0,1.0,1700000,1625000
EG-000215,Alexandria - Sporting,Villa,New,Semi Finished,Unfurnished,Garden,107,3,2,19,1,2024,0,0,0,1,1,1,0,147,2.9,28.8,0.9,61400,31000,1.18,1.0,4084000,3914000
EG-000216,El Shorouk City,Apartment,New,Fully Finished,Partially Furnished,Street,60,2,1,24,3,2022,1,0,0,0,0,1,1,0,2.9,42.5,0.3,31100,18600,1.18,1.22,1757000,1607000
EG-000217,Nasr City,Apartment,Excellent,Semi Finished,Unfurnished,Street,131,3,2,23,1,2024,0,0,0,1,1,1,0,0,3.0,25.5,7.8,60300,24450,1.08,1.0,3423000,3459000
EG-000218,New Mansoura,Apartment,Fair,Fully Finished,Furnished,Street,206,5,3,4,5,2020,0,0,1,1,0,1,0,0,3.1,7.2,1.2,118100,14000,0.87,1.22,3266000,3061000
EG-000219,New Cairo - 6th Settlement,Apartment,Excellent,Semi Finished,Unfurnished,Street,108,2,2,2,1,2024,1,0,0,1,1,1,0,0,2.8,37.4,0.3,68600,55000,1.08,1.0,6437000,6415000
EG-000220,North Coast - New Alamein,Apartment,New,Semi Finished,Unfurnished,Street,94,2,1,7,0,2025,1,0,0,0,1,1,1,0,2.7,0.8,10.0,44700,76150,1.18,1.0,8762000,8447000
EG-000221,Maadi,Villa,New,Fully Finished,Unfurnished,Garden,159,3,2,8,15,2010,1,1,0,1,1,0,1,144,2.9,3.2,0.3,79100,45200,1.18,1.22,10814000,10346000
EG-000222,Alexandria - Smouha,Duplex,Needs Renovation,Core & Shell,Unfurnished,Street,148,4,3,1,2,2023,1,0,0,0,1,0,0,88,2.9,26.3,0.8,53000,15179,0.7,0.78,1303000,1227000
EG-000223,Heliopolis,Townhouse,Excellent,Semi Finished,Unfurnished,Street,474,8,6,10,3,2022,1,0,0,1,1,0,0,44,2.7,20.9,1.4,218100,39100,1.08,1.0,20105000,20016000
EG-000224,New Administrative Capital,Apartment,Needs Renovation,Semi Finished,Partially Furnished,Sea/Lake,99,2,2,24,0,2025,1,0,1,0,1,1,0,0,2.9,4.7,1.4,63900,60000,0.7,1.0,4645000,4158000
EG-000225,Mansoura,Apartment,Fair,Semi Finished,Unfurnished,Sea/Lake,593,8,6,24,1,2024,0,0,1,1,0,0,1,0,3.2,2.3,2.4,406700,12000,0.87,1.0,6704000,6191000
EG-000226,New Mansoura,Apartment,Good,Fully Finished,Unfurnished,City,109,3,2,4,1,2024,0,0,1,1,1,0,1,0,2.9,21.4,2.3,27900,14000,1.0,1.22,2083000,1862000
EG-000227,Alexandria - Smouha,Villa,Excellent,Fully Finished,Unfurnished,Sea/Lake,97,2,2,16,0,2025,1,0,1,1,0,1,1,44,3.0,29.4,5.2,38300,29700,1.08,1.22,4288000,3796000
EG-000228,Dokki,Apartment,Excellent,Semi Finished,Unfurnished,Garden,111,3,3,8,7,2018,1,0,0,1,1,1,0,0,2.8,1.0,3.7,61500,22000,1.08,1.0,2772000,2637000
EG-000229,Alexandria - Sporting,Apartment,New,Fully Finished,Unfurnished,Street,135,3,2,2,1,2024,0,1,0,1,1,0,0,0,2.8,40.7,3.2,28800,12000,1.18,1.22,2444000,2332000
EG-000230,Sharm El-Sheikh,Duplex,Good,Semi Finished,Unfurnished,Street,182,3,2,14,5,2020,1,0,0,0,1,1,0,109,2.5,3.0,10.8,65800,41400,1.0,1.0,7670000,7535000
EG-000231,6th of October City,Studio,Fair,Fully Finished,Unfurnished,Street,120,3,2,17,8,2017,1,0,1,1,1,1,1,0,3.2,4.2,5.7,41400,43240,0.87,1.22,5800000,5507000
EG-000232,Sheikh Zayed,Penthouse,New,Fully Finished,Furnished,City,143,3,2,4,6,2019,1,0,1,0,1,1,0,0,2.8,48.6,0.7,91300,77190,1.18,1.22,15935000,15891000
EG-000233,Alexandria - Montaza,Apartment,New,Fully Finished,Unfurnished,Sea/Lake,90,2,2,14,7,2018,1,1,0,1,1,1,0,0,2.7,11.6,11.2,40700,7950,1.18,1.22,1470000,1030000
EG-000234,6th of October City,Apartment,Good,Semi Finished,Unfurnished,Garden,290,7,6,4,21,2004,1,0,0,0,1,0,0,0,2.8,11.2,11.7,58300,47000,1.0,1.0,13543000,13630000
EG-000235,North Coast - New Alamein,Townhouse,Fair,Semi Finished,Unfurnished,City,197,4,3,1,0,2025,2,0,1,1,1,1,0,55,3.0,2.8,4.9,99500,76500,0.87,1.0,13459000,13111000
EG-000236,North Coast - New Alamein,Villa,Good,Semi Finished,Unfurnished,Street,196,5,3,15,5,2020,1,0,1,1,1,0,1,43,3.0,12.1,5.6,92400,90000,1.0,1.0,17942000,17640000
EG-000237,Sheikh Zayed,Studio,Fair,Semi Finished,Unfurnished,Sea/Lake,196,4,3,16,2,2023,0,1,0,1,1,1,1,0,3.0,12.0,1.1,108900,45816,0.87,1.0,8455000,7813000
EG-000238,Maadi,Penthouse,Fair,Fully Finished,Unfurnished,Garden,262,6,4,3,13,2012,1,0,0,1,1,1,0,0,2.7,4.8,2.4,146900,41772,0.87,1.22,11679000,11616000
EG-000239,Aswan,Duplex,New,Fully Finished,Partially Furnished,Garden,155,5,4,11,7,2018,1,0,0,0,1,1,0,87,2.9,32.0,2.2,43900,11040,1.18,1.22,2567000,2463000
EG-000240,Giza - Faisal,Studio,New,Semi Finished,Unfurnished,Street,80,3,3,13,3,2022,1,0,1,1,1,0,1,0,3.3,4.7,14.2,25600,13800,1.18,1.0,1627000,1303000
EG-000241,New Mansoura,Apartment,Excellent,Semi Finished,Unfurnished,Street,68,2,1,1,5,2020,1,0,0,0,1,1,1,0,3.2,13.4,2.3,33200,14000,1.08,1.0,1248000,1028000
EG-000242,Shubra,Duplex,New,Fully Finished,Unfurnished,Garden,219,5,4,11,16,2009,0,0,0,1,1,0,1,99,3.2,6.4,6.0,79500,22080,1.18,1.22,7172000,6961000
EG-000243,North Coast - New Alamein,Villa,New,Core & Shell,Partially Furnished,Pool,122,3,2,17,0,2025,1,0,1,0,1,0,1,209,3.0,25.9,0.3,34400,90000,1.18,0.78,10685000,10106000
EG-000244,Alexandria - Sporting,Apartment,Fair,Fully Finished,Partially Furnished,City,217,4,3,11,26,1999,0,0,0,1,1,0,0,0,3.3,8.4,1.6,118200,12000,0.87,1.22,2575000,2764000
EG-000245,Sheikh Zayed,Penthouse,Excellent,Core & Shell,Unfurnished,Garden,88,2,2,9,10,2015,1,0,1,1,1,1,0,0,3.1,8.3,18.7,56200,77190,1.08,0.78,5793000,5722000
EG-000246,Giza - Faisal,Penthouse,Good,Fully Finished,Unfurnished,Street,134,3,2,20,0,2025,0,0,0,1,1,1,0,0,2.8,5.5,0.3,88800,23250,1.0,1.22,3902000,3801000
EG-000247,Maadi,Penthouse,New,Fully Finished,Unfurnished,Street,140,4,3,21,5,2020,0,0,1,1,1,1,0,0,3.2,3.8,2.4,41700,41772,1.18,1.22,8506000,8419000
EG-000248,New Cairo - 5th Settlement,Studio,Good,Fully Finished,Furnished,Street,105,2,1,16,4,2021,0,0,0,1,1,1,0,0,2.6,2.4,2.9,57900,56626,1.0,1.22,7445000,7254000
EG-000249,Nasr City,Penthouse,Excellent,Fully Finished,Partially Furnished,Garden,159,3,2,16,7,2018,0,0,0,0,1,0,0,0,3.0,3.4,2.7,45700,37897,1.08,1.22,8020000,7939000
EG-000250,Alexandria - Miami,Apartment,Excellent,Fully Finished,Unfurnished,City,111,2,1,11,1,2024,1,0,1,1,1,1,0,0,3.1,17.0,2.1,77600,9500,1.08,1.22,1554000,1389000
EG-000251,6th of October City,Apartment,Excellent,Fully Finished,Unfurnished,Pool,185,4,3,11,1,2024,1,0,0,0,1,1,0,0,3.0,23.4,1.9,102500,47000,1.08,1.22,11600000,11457000
EG-000252,New Cairo - 6th Settlement,Apartment,Good,Fully Finished,Furnished,Garden,215,5,4,21,6,2019,1,0,0,1,1,0,1,0,3.0,30.9,9.6,66900,55000,1.0,1.22,14755000,14426000
EG-000253,Suez,Townhouse,Needs Renovation,Fully Finished,Unfurnished,Street,433,8,6,11,9,2016,1,0,0,0,0,1,0,197,2.8,6.9,1.5,257600,17000,0.7,1.22,6456000,6286000
EG-000254,Obour City,Apartment,Good,Fully Finished,Unfurnished,Pool,154,3,3,17,7,2018,1,0,0,1,0,0,0,0,3.0,7.8,4.2,63300,18400,1.0,1.22,3575000,3457000
EG-000255,Sheikh Zayed,Apartment,Fair,Core & Shell,Furnished,Street,241,5,4,6,2,2023,1,0,0,1,1,0,0,0,3.0,7.4,16.2,58600,49800,0.87,0.78,8322000,8144000
EG-000256,Mostakbal City,Apartment,Good,Fully Finished,Unfurnished,City,306,7,5,16,16,2009,1,1,0,0,1,0,0,0,2.9,34.4,7.3,123500,22000,1.0,1.22,8169000,8213000
EG-000257,New Administrative Capital,Apartment,New,Core & Shell,Unfurnished,Street,170,4,3,23,1,2024,0,0,0,0,0,1,0,0,2.9,3.8,8.5,79100,60000,1.18,0.78,9370000,9388000
EG-000258,Giza - Haram,Townhouse,New,Fully Finished,Unfurnished,Street,83,1,1,16,16,2009,0,0,0,1,0,1,1,101,2.9,4.9,5.3,42300,29750,1.18,1.22,3684000,3555000
EG-000259,Badr City,Apartment,Good,Fully Finished,Unfurnished,Garden,68,1,1,11,6,2019,1,1,0,1,1,0,0,0,3.0,7.4,5.0,25700,9450,1.0,1.22,1116000,784000
EG-000260,Dokki,Duplex,Needs Renovation,Fully Finished,Unfurnished,Sea/Lake,119,3,2,21,0,2025,1,0,1,0,1,1,1,77,3.1,0.4,8.7,51000,30359,0.7,1.22,3722000,3085000
EG-000261,Zamalek,Apartment,Good,Core & Shell,Unfurnished,Street,122,2,2,2,1,2024,1,0,0,1,1,0,0,0,3.1,35.2,1.6,76900,50000,1.0,0.78,4755000,4758000
EG-000262,New Mansoura,Apartment,Good,Fully Finished,Unfurnished,Street,112,3,2,4,3,2022,1,0,0,1,1,1,1,0,2.8,11.4,2.5,69700,14000,1.0,1.22,2188000,1913000
EG-000263,North Coast - Ras El Hekma,Duplex,New,Fully Finished,Partially Furnished,Pool,127,3,2,10,7,2018,1,1,0,1,1,1,0,54,2.7,11.4,3.8,44200,113159,1.18,1.22,21150000,20689000
EG-000264,North Coast - Ras El Hekma,Apartment,Excellent,Fully Finished,Furnished,Street,195,4,3,10,0,2025,1,0,0,0,1,0,0,0,3.1,3.7,2.2,132900,82000,1.08,1.22,21408000,21068000
